,source,author,title,description,url,urlToImage,publishedAt,content
736,"{'id': None, 'name': 'Yahoo.com'}",Jennifer Epstein,Biden Takes on Mantle of Nominee With Virus Hanging Over Campaign,"(Bloomberg) -- Joe Biden, the all-but-certain Democratic presidential nominee, faces a world and a campaign changed by the coronavirus, a new direction that ...",https://news.yahoo.com/biden-takes-mantle-nominee-virus-080000158.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-18T13:29:14Z,"(Bloomberg) -- Joe Biden, the all-but-certain Democratic presidential nominee, faces a world and a campaign changed by the coronavirus, a new direction that works in his favor against what will be a blistering general election fight already beginning.
Biden … [+8155 chars]"
737,"{'id': None, 'name': 'Yahoo.com'}","Dawn Gilbertson, USA TODAY","'Dark moment': Delta, United, JetBlue slash more flights as coronavirus crisis deepens",The coronavirus travel fallout is deepening so rapidly airlines are increasing their flight cuts and making plans to park planes.,https://news.yahoo.com/stunning-shift-united-jetblue-spirit-154223680.html,https://s.yimg.com/ny/api/res/1.2/7VchDgs0on6ZKg7yf7Ri4A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/qQYDQR.Ok3HFXhKu2SjCNg--~B/aD0yNTQwO3c9MzgxMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/usa_today_travel_320/af3779c2d89aa5b5a3ac627c4c633754,2020-03-18T18:49:20Z,"How fast is travel demand plummeting as the coronavirus crisis deepens?
Delta Air Lines said Wednesday that it plans to park at least 600 planes, more than half of its fleet. That's double the number of parked planes it announced just a few days ago.
In a m… [+4219 chars]"
738,"{'id': None, 'name': 'Yahoo.com'}",By Andrew Hay and Jessica Resnick-Ault,Meet the Americans still going out and gathering in large groups,"TAOS, New Mexico/NEW YORK, (Reuters) - As people in San Francisco shelter in place and New York City was warned to prepare for a similar measure, some 40 people met in New Mexico for an Alcoholics Anonymous meeting on Wednesday amid White House pleas to avoid…",https://news.yahoo.com/meet-americans-still-going-gathering-203020089.html,https://s.yimg.com/ny/api/res/1.2/EUfuU7FFcKeww5v..2WnaQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD05MTMuNg--/https://s.yimg.com/uu/api/res/1.2/4p58nClUhQyYFkCxiKvBsQ--~B/aD01NzE7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/f233b1205a124116a602bfd355b389bf,2020-03-18T20:30:20Z,"By Andrew Hay and Jessica Resnick-Ault
TAOS, New Mexico/NEW YORK, (Reuters) - As people in San Francisco shelter in place and New York City was warned to prepare for a similar measure, some 40 people met in New Mexico for an Alcoholics Anonymous meeting on W… [+3993 chars]"
739,"{'id': 'time', 'name': 'Time'}",Alana Abramson and Philip Elliott,Senate Stalls on Coronavirus Aid As Lawmakers Try to Ramp Up Help to Americans,"Less than five weeks ago, a deeply divided Senate acquitted President Donald Trump almost entirely along partisan lines. Now that same polarized body must come together to reach a consensus quickly on a massive spending plan to bring relief to the millions of…",https://time.com/5805304/senate-coronavirus-stimulus/,https://api.time.com/wp-content/uploads/2020/03/GettyImages-1207384844.jpg?quality=85&w=1024&h=628&crop=1,2020-03-18T02:39:03Z,"Less than five weeks ago, a deeply divided Senate acquitted President Donald Trump almost entirely along partisan lines. Now that same polarized body must come together to reach a consensus quickly on a massive spending plan to bring relief to the millions of… [+8012 chars]"
740,"{'id': 'time', 'name': 'Time'}",Time,"Nevada Issues Statewide Freeze on Casinos, Bars and Gyms to Halt Coronavirus Spread",The monthlong freeze will shut down everything from the famous casino resorts to slot machines found in convenience stores,https://time.com/5805464/nevada-las-vegas-casino-gambling-freeze-coronavirus/,https://api.time.com/wp-content/uploads/2020/03/nevada_gambling_freeze_coronavirus.jpg?quality=85&w=1024&h=628&crop=1,2020-03-18T06:07:01Z,"(LAS VEGAS) — Gambling will grind to a halt by Wednesday in casino-mecca Las Vegas, a city known for glitzy and sometimes reckless fun, as the governor of Nevada issued a sweeping statewide order aimed to stop the spread of the new coronavirus.
Democrat Stev… [+4979 chars]"
741,"{'id': 'time', 'name': 'Time'}",Lissandra Villa,Joe Biden’s Primary Lead Is Now Nearly Insurmountable as Coronavirus Roils the Nation,"Joe Biden saw decisive wins in Florida, Illinois and Arizona, giving him an overwhelming lead in delegates.",https://time.com/5805382/joe-biden-primary-wins-coronavirus/,https://api.time.com/wp-content/uploads/2020/03/florida-vote.jpg?quality=85&w=1024&h=628&crop=1,2020-03-18T04:21:45Z,Former Vice President Joe Biden broadened his lead in the 2020 Democratic primary on Tuesday as three states—worth 441 delegates—moved forward with their primary contests while the entire country finds itself in the throes of a health crisis that has rocked e… [+5021 chars]
742,"{'id': None, 'name': 'Huffpost.com'}",Igor Bobic,"Congress Passes Coronavirus Aid Bill, Sends It To Trump’s Desk","The legislation, which House Democrats authored last week, modestly expands sick leave and makes testing for the coronavirus more widely available.",https://www.huffpost.com/entry/coronavirus-senate-paid-leave_n_5e7120e8c5b63c3b64861a55,https://img.huffingtonpost.com/asset/5e71231f2300002b1ade491a.jpeg?cache=bOS6mMfPre&ops=1200_630,2020-03-18T20:21:38Z,"WASHINGTON After some changes that watered down its paid sick leave provisions over the weekend, a bipartisan bill offering financial relief to vulnerable Americans affected by the coronavirus was passed by the U.S. Senate on Wednesday.
Forty-five Republican… [+3510 chars]"
743,"{'id': None, 'name': 'Huffpost.com'}",Reuters,Steven Mnuchin Reportedly Warned Senators Of 20% U.S. Unemployment Without Coronavirus Rescue,A Treasury official said the secretary was not providing a forecast but trying to illustrate the potential risks of inaction.,https://www.huffpost.com/entry/stevem-mnuchin-unemployment-coronavirus_n_5e719749c5b63c3b6486d2fe,https://img.huffingtonpost.com/asset/5e719901230000281ede4971.jpeg?ops=1778_1000,2020-03-18T03:44:59Z,"WASHINGTON (Reuters) - U.S. Treasury Secretary Steven Mnuchin warned Republican senators on Tuesday that the countrys unemployment rate could hit 20% if they failed to act on a proposed coronavirus rescue package and there was lasting economic damage, a perso… [+1328 chars]"
744,"{'id': None, 'name': 'Huffpost.com'}",Reuters,How Korea Succeeded Where The U.S. Has Failed On Coronavirus Testing,The difference in the development of COVID-19 tests is a tale of many contrasts in the two nations’ public health systems.,https://www.huffpost.com/entry/coronavirus-testing-south-korea-versus-united-states_n_5e729a8fc5b63c3b6489eb9a,https://img.huffingtonpost.com/asset/5e729c952300002b1ade4a9a.jpeg?ops=1778_1000,2020-03-18T22:22:54Z,"March 18, SEOUL - In late January, South Korean health officials summoned representatives from more than 20 medical companies from their lunar New Year celebrations to a conference room tucked inside Seouls busy train station.
One of the countrys top infecti… [+19713 chars]"
745,"{'id': None, 'name': 'Espn.com'}",William Weinbaum,"Amid deadly pandemic, racing is the only game in town","Amid a pandemic, the races go on without fans at Santa Anita Park and nearly two dozen tracks from coast to coast.",https://www.espn.com/horse-racing/story/_/id/28922325/amid-deadly-pandemic-racing-only-game-town,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0318%2Fr680694_1296x729_16%2D9.png,2020-03-18T21:11:58Z,"In the days since the coronavirus pandemic brought America to a standstill, a pastoral sporting scene in Southern California has offered an idyllic atmosphere to overtake apocalyptic thoughts, if only for a moment.""It's like being at a mountain lake,"" veterin… [+7725 chars]"
746,"{'id': None, 'name': 'Slate.com'}",Jordan Weissmann,It’s Staggering How Many Coronavirus-Related Layoffs Have Already Happened,We need to help these people right now.,https://slate.com/business/2020/03/coronavirus-layoffs-unemployment.html,https://compote.slate.com/images/c4840a60-e846-4827-a56f-f3b840ccd8c5.jpeg?width=780&height=520&rect=5332x3555&offset=0x0,2020-03-18T16:39:55Z,"Treasury Secretary Steve Mnuchin reportedly said he thinks unemployment could reach 20 percent.
Popular in
Slate
<ol><li>
America Is a Sham
 </li><li>
You Should Be Absolutely Terrified About the Economy Right Now
 </li><li>
Theres a New Potential Ris… [+3290 chars]"
747,"{'id': None, 'name': 'Economist.com'}",The Economist,Economies can rebound quickly from massive GDP slumps—but not always,"History suggests full recovery takes, on average, about five years",https://www.economist.com/finance-and-economics/2020/03/18/economies-can-rebound-quickly-from-massive-gdp-slumps-but-not-always,https://www.economist.com/sites/default/files/20200321_FND000_0.jpg,2020-03-18T00:00:00Z,"IT WILL BE some timeyears most likelybefore the full extent of the economic blow from covid-19 can be estimated with any confidence. As ever more of the global economy enters a prolonged shutdown, it seems increasingly clear that the world is facing a drop in… [+5933 chars]"
748,"{'id': None, 'name': 'Economist.com'}",The Economist,Economies can rebound quickly from massive GDP slumps—but not always,"History suggests full recovery takes, on average, about five years",https://www.economist.com/finance-and-economics/2020/03/19/economies-can-rebound-quickly-from-massive-gdp-slumps-but-not-always,https://www.economist.com/sites/default/files/20200321_FND000_0.jpg,2020-03-19T00:00:00Z,"IT WILL BE some timeyears most likelybefore the full extent of the economic blow from covid-19 can be estimated with any confidence. As ever more of the global economy enters a prolonged shutdown, it seems increasingly clear that the world is facing a drop in… [+6058 chars]"
749,"{'id': 'abc-news', 'name': 'ABC News'}",Mariam Khan,"McConnell urges colleagues to support coronavirus relief bill, as Senate set to vote",The Senate will vote on the House-passed coronavirus economic relief bill on Wednesday.,https://abcnews.go.com/Politics/mcconnell-urges-colleagues-support-coronavirus-economic-relief-bill/story?id=69664853,https://s.abcnews.com/images/Politics/mitch-mcconnell-gty-jc-200318_hpMain_16x9_992.jpg,2020-03-18T18:28:02Z,"The Senate will vote on the House-passed coronavirus economic relief bill on Wednesday, Senate Majority Leader Mitch McConnell announced on the Senate floor, urging his Republican colleagues to support it.
""I do not believe we should let perfection be the en… [+4315 chars]"
750,"{'id': 'abc-news', 'name': 'ABC News'}",Catherine Thorbecke,Futures on the Dow indicate opening plunge of more than 800 points,Premarket trading on U.S. financial markets pointed to steep losses at opening and another day of volatility.,https://abcnews.go.com/Business/futures-dow-opening-plunge-800-points/story?id=69661006,https://s.abcnews.com/images/Business/stock-market-file-gty-ml-200318_hpMain_16x9_992.jpg,2020-03-18T12:46:51Z,"Premarket trading on U.S. financial markets Wednesday pointed to steep losses at the opening and another day of volatility as the novel coronavirus crisis continues to sow massive uncertainty on the global economy.
Futures on the Dow Jones Industrial Average… [+577 chars]"
751,"{'id': 'abc-news', 'name': 'ABC News'}",JONATHAN LEMIRE and JILL COLVIN Associated Press,Trump wages Twitter fights in midst of virus crisis,President Donald Trump says he'll invoke emergency powers to marshal critical medical supplies against a coronavirus pandemic threatening to overwhelm hospitals and other treatment centers,https://abcnews.go.com/Politics/wireStory/trump-wages-twitter-fights-midst-virus-crisis-69664564,https://s.abcnews.com/images/Politics/WireAP_58d7a29287314012aafe7777dbc616b8_16x9_992.jpg,2020-03-18T18:49:23Z,"WASHINGTON -- 
Confronting twin health and economic crises, President Donald Trump said Wednesday he will invoke emergency powers to marshal critical medical supplies against a coronavirus pandemic threatening to overwhelm hospitals and other treatment cente… [+7294 chars]"
752,"{'id': 'abc-news', 'name': 'ABC News'}","Trish Turner, Allison Pecorin","White House, Senate GOP working on $1T stimulus package, cash payments to Americans",The White House and Senate Republicans on Tuesday were working on a $1 trillion economic stimulus package that would include cash payments to Americans.,https://abcnews.go.com/Politics/white-house-senate-gop-working-1t-stimulus-package/story?id=69640130,https://s.abcnews.com/images/US/mnuchin-rt-er-200317_hpMain_16x9_992.jpg,2020-03-18T02:00:32Z,"After leaving a White House news conference with President Donald Trump, Treasury Secretary Steven Mnuchin met behind closed doors with Senate Republicans for a little over an hour Tuesday, pitching lawmakers on a $1 trillion economic stimulus package, the th… [+6262 chars]"
753,"{'id': None, 'name': 'Goodmorningamerica.com'}",Haley Yamada,Here's how you can help your favorite restaurant amid coronavirus,"While social distancing is key to stopping the spread of COVID-19 and maintaining public safety, restaurants are suffering.",https://goodmorningamerica.com/food/story/favorite-restaurant-amid-coronavirus-69664728,https://s.abcnews.com/images/GMA/coronavirus-restaurant-ap-er-200318_hpMain_16x9_992.jpg,2020-03-18T17:26:28Z,"While social distancing and quarantines are key to stopping the spread of COVID-19 and maintaining public safety, they're having a detrimental ripple effect on small businesses.
""These mandatory restaurant closures are going to be devastating on local restau… [+5502 chars]"
754,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, John Bacon and Lindsay Schnell, USA TODAY",Coronavirus updates: US death toll reaches 114 as Kansas cancels in-person classes for entire school year,"As the economic impact of coronavirus grows, Americans settle into an eerie new normal that involves staying inside indefinitely.",https://www.usatoday.com/story/news/health/2020/03/18/coronavirus-live-updates-us-death-toll-trump-target-schools/5069941002/,"https://www.gannett-cdn.com/presto/2020/03/18/USAT/819770f5-ac18-48e7-8933-ada1371cb6f4-AP20078007148766.jpg?crop=5183,2916,x0,y263&width=3200&height=1680&fit=bounds",2020-03-18T09:30:53Z,"An epidemiologist answers the biggest questions she's getting about coronavirus.
Wochit
As the U.S. death toll reaches 114, the economic impact of the coronavirus pandemic is becoming clearer  and starker America's sense of normal continues to change.
In W… [+8027 chars]"
755,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, Dawn Gilbertson, USA TODAY","'A stunning shift': United, JetBlue, Spirit, Allegiant slash flights as coronavirus crisis deepens",The coronavirus travel fallout is deepening so rapidly airlines are increasing their flight cuts and making plans to park planes.,https://www.usatoday.com/story/travel/airline-news/2020/03/18/coronavirus-travel-fallout-united-jetblue-allegiant-slash-flights/2863432001/,"https://www.gannett-cdn.com/presto/2020/02/27/USAT/b8c14845-c088-4e39-9d3c-e276f52fd714-AP_United_Airlines.JPG?crop=3809,2143,x0,y193&width=3200&height=1680&fit=bounds",2020-03-18T15:42:23Z,"VP Mike Pence announced additional coronavirus restrictions to include the United Kingdom and Ireland to the Europe travel restrictions.
Wochit
How fast is travel demand plummeting as the coronavirus crisis deepens?
United Airlines said late Sunday that it… [+3472 chars]"
756,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY NETWORK, Lily Altavena, Max Londberg and Justin Murphy, The Arizona Republic, Cincinnati Enquirer, Rochester Democrat and Chronicle","After coronavirus school closings, will states need to hold kids back, institute summer school?","Schools are thinking about how to make up for the time students are losing during the coronavirus outbreak, asking if online school will be enough.",https://www.usatoday.com/story/news/education/2020/03/18/coronavirus-school-closings-online-school-summer-school/2862873001/,"https://www.gannett-cdn.com/presto/2020/03/17/PROC/eaa6af4c-33a3-49ad-899a-e7c342c03a27-SD_031720_LAPTOPS_A_METRO.jpg?crop=6719,3779,x1,y305&width=3200&height=1680&fit=bounds",2020-03-18T11:20:15Z,"Here are a few ways to keep your kids busy and minimize screen time during the coronavirus outbreak.
Wochit
PHOENIX Keiko Dilbeck, principal of Kino Junior High in Mesa, Arizona, feels sick to her stomach every time her students leave for a break.
She worr… [+9054 chars]"
757,"{'id': None, 'name': 'Theatlantic.com'}",Peter Nicholas,This Is How Donald Trump Will Be Remembered,Zero-sum politics doesn’t work in a pandemic.,https://www.theatlantic.com/politics/archive/2020/03/trumps-instincts-undermine-us-response-to-covid-19/608266/,https://cdn.theatlantic.com/thumbor/t92yeTnGxU7CX6QyXFEsdwkTEhw=/0x455:5237x3183/960x500/media/img/mt/2020/03/GettyImages_1207531344_toned/original.jpg,2020-03-18T16:27:33Z,None of the crises surrounding President Donald Trump over the past three years have been so calamitous as the one he now faces. Impeachment was largely a political problem with a predictable end; the government shutdown wasn’t going to last indefinitely. But… [+9500 chars]
758,"{'id': None, 'name': 'Theatlantic.com'}",Russell Berman,The End Days of the Democratic Primary,Former Vice President Joe Biden’s lo-fi address to the nation was an eerie reminder of where we find ourselves in this uncertain moment.,https://www.theatlantic.com/politics/archive/2020/03/biden-sanders-primaries-coronavirus/608248/,https://cdn.theatlantic.com/thumbor/-kp97CL0ZcwxMf3IrIEyzW_yXeE=/0x327:4451x2645/960x500/media/img/mt/2020/03/AP_20077683567126/original.jpg,2020-03-18T02:54:38Z,N othing brought home the gravity of the coronavirus pandemic quite so clearly—or fuzzily—as the pixelated visage that appeared on American television screens to claim a series of Democratic primary victories tonight. Former Vice President Joe Biden was speak… [+5036 chars]
759,"{'id': None, 'name': 'Buzzfeednews.com'}",Otillia Steadman,"Bernie Sanders Wants All Households To Get $2,000 A Month During The Coronavirus Crisis",He made the proposal during a speech calling for a package of measures to address the medical and financial impacts of the novel coronavirus pandemic. View Entire Post ›,https://www.buzzfeednews.com/article/otilliasteadman/bernie-sanders-2000-a-month-coronavirus,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/18/2/campaign_images/8602fb0f0ba1/bernie-sanders-wants-all-households-to-get-2000-a-2-5406-1584496983-0_dblbig.jpg,2020-03-18T02:06:30Z,"Bernie Sanders called for all US households to get $2,000 a month and for gig economy workers to receive unemployment money for the duration of the coronavirus emergency.
Sanders made the proposals during a speech outlining a package of measures aimed at inc… [+3541 chars]"
760,"{'id': 'vice-news', 'name': 'Vice News'}","Cameron Joseph, Michael Learmonth","Biden Just Won the Florida Primary by a Huge Margin, Putting Him Even Closer to the Nomination",Florida is the first of three states that decided to continue its primary elections in spite of the threat of coronavirus.,https://www.vice.com/en_us/article/4agpxp/biden-wins-florida-primary-by-a-huge-margin-putting-him-even-closer-to-the-nomination,"https://video-images.vice.com/test-uploads/articles/5e716721d601be0097153b21/lede/1584490523122-joe-biden.jpeg?crop=1xw:0.7958732498157701xh;center,center&resize=1200:*",2020-03-18T00:15:38Z,"WASHINGTON Joe Biden just won big in Florida, putting him that much closer to the Democratic nomination.
The former vice president earned a lopsided win in one of the last large-state primaries well be seeing for some time. Florida is the first of three stat… [+2024 chars]"
761,"{'id': None, 'name': 'Calculatedriskblog.com'}",Calculated Risk,MBA: Mortgage Applications Decreased in Latest Weekly Survey,From the MBA: Mortgage Applications Decrease in Latest MBA Weekly Survey   Mortgage applications decreased 8.4 percent from one week earlier...,https://www.calculatedriskblog.com/2020/03/mba-mortgage-applications-decreased-in.html,https://1.bp.blogspot.com/-0Mgc-fv-7S4/XnFG-CACKjI/AAAAAAAA0NI/hmRoMoUyoRg3W506Ek2Q-3ktWz2RHmIXQCLcBGAsYHQ/w1200-h630-p-k-no-nu/MBARefiMar182020.PNG,2020-03-18T11:00:00Z,"From the MBA: Mortgage Applications Decrease in Latest MBA Weekly Survey
Mortgage applications decreased 8.4 percent from one week earlier, according to data from the Mortgage Bankers Association’s (MBA) Weekly Mortgage Applications Survey for the week endin… [+2487 chars]"
762,"{'id': 'vice-news', 'name': 'Vice News'}","Anne Torpey, Courtney Brooks",Those Countries Trump Called ‘Shitholes’ Are Now Turning Away Americans Because of Coronavirus,“The U.S. is the threat in this case.”,https://www.vice.com/en_us/article/y3mk5g/those-countries-trump-called-shitholes-are-now-turning-away-americans-because-of-coronavirus,"https://video-images.vice.com/test-uploads/articles/5e726bb6f04e4c0096035c94/lede/1584557008135-USMexCovid.jpeg?crop=1xw:0.8425xh;0xw,0.1xh&resize=1200:*",2020-03-18T19:04:57Z,"MEXICO CITY Call it the revenge of the shithole countries.
 After four years of hurling insults and threats at Mexico and Central America, President Trump might be surprised to find these same countries now openly criticizing the U.S. response to the coronav… [+5386 chars]"
763,"{'id': None, 'name': 'Autoblog.comhttps'}",Reuters,"Detroit automakers, UAW agree to curb production to contain coronavirus","Filed under: Plants/Manufacturing, UAW/Unions The agreement came hours after UAW President Rory Gamble went public with his dissatisfaction with how General Motors Co, Ford Motor Co and Fiat Chrysler Automobiles NV had responded to his proposal on Sunday that…",https://www.autoblog.comhttps://www.autoblog.com/2020/03/18/uaw-coronavirus-production-slowdown/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/800x450/format/jpg/quality/85/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-03/b8fce9b0-690f-11ea-bf5f-b228054f94f1,2020-03-18T12:19:00Z,"The Detroit Three automakers and United Auto Workers agreed on Tuesday to curtail production at U.S. factories and limit the number of workers on the job at one time to prevent the spread of the coronavirus among roughly 150,000 factory employees.
The UAW ha… [+3920 chars]"
764,"{'id': None, 'name': 'Marketwatch.com'}",Jeffry Bartash,Economic Outlook: Here’s how to track the growing damage to the economy from the coronavirus crisis,"The mounting damage to the economy from the coronavirus is about to become starkly visible, starting with Thursday’s update on how many Americans are seeking unemployment benefits.",https://www.marketwatch.com/story/heres-how-to-track-the-growing-damage-to-the-economy-from-the-coronavirus-crisis-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IC539_google_ZG_20200318124510.jpg,2020-03-18T17:02:34Z,"The mounting damage to the economy from the coronavirus is about to become starkly visible.
A slew of economic reports over the next several weeks will tally up the cost, starting with Thursdays update on how many Americans are seeking unemployment benefits.… [+2080 chars]"
765,"{'id': None, 'name': 'Marketwatch.com'}",Tanner Brown,China reflects on its own approach to the coronavirus epidemic as it ponders what U.S. and Europe have in store,"Mistakes, concealments, and successes mingled to create a messy but resolute quashing of Chinese coronavirus cases.",https://www.marketwatch.com/story/china-reflects-on-its-own-approach-to-the-coronavirus-epidemic-as-it-ponders-what-us-and-europe-have-in-store-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IC477_beijin_MG_20200317173903.jpg,2020-03-18T22:34:10Z,"The late author Christopher Hitchens was fond of saying, Everyone has a book in them, but in most cases thats where it should stay.
In China, everyone has a coronavirus story, but I have yet to hear one that isnt worth telling. Even people barely touched by … [+7839 chars]"
766,"{'id': None, 'name': 'Marketwatch.com'}",MarketWatch,"NewsWatch: Dow tumbles more than 1,300 points amid questions whether government action on coronavirus is sufficient",U.S. stocks fall sharply again on Wednesday as investors grappled with a flood of plans by governments to limit the economic blow of the COVID-19 outbreak and debated whether the measures will be enough to limit the economic blow.,https://www.marketwatch.com/story/dow-tumbles-more-than-1300-points-amid-questions-whether-government-action-on-coronavirus-is-sufficient-2020-03-18,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,2020-03-18T15:00:12Z,"U.S. stocks fall sharply again on Wednesday as investors grappled with a flood of plans by governments to limit the economic blow of the COVID-19 outbreak and debated whether the measures will be enough to limit the economic blow. See full story.
Wall Street… [+1118 chars]"
767,"{'id': None, 'name': 'Marketwatch.com'}",Kate Davidson,The Wall Street Journal: Treasury asking Congress for permission to backstop money markets,The Trump administration is requesting authority from Congress to temporarily backstop money markets amid intense strains in the financial sector.,https://www.marketwatch.com/story/treasury-asking-congress-for-permission-to-backstop-money-markets-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-HF039_treasu_ZG_20190305103835.jpg,2020-03-18T15:57:37Z,"The Treasury Department is seeking authority from Congress to temporarily backstop money markets amid intense strains in the financial sectoras part of a broader fiscal package to bolster the economy due to the new coronavirus pandemic.
In a memo outlining t… [+587 chars]"
768,"{'id': None, 'name': 'Marketwatch.com'}",Steve Goldstein,General News: Here’s one analyst’s take on the coronavirus drugs for today and the future,Analysts at Bernstein Research in a comprehensive note discussed what approaches are worth keeping an eye on.,https://www.marketwatch.com/story/heres-one-analysts-take-on-the-coronavirus-drugs-for-today-and-the-future-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-GS016_biotec_ZG_20181018093305.jpg,2020-03-18T09:33:30Z,"Laboratory specialists work on the last phase of vaccine manufacture inside a clean laboratory at the Sotio biotechnology company in Prague, Czechia.
Before touching on the latest developments in tackling the economic effects of coronavirus, it is worth disc… [+3500 chars]"
769,"{'id': None, 'name': 'Marketwatch.com'}",Rachel Koning Beals,There’s a conditional upside from coronavirus: cleaner air,"As Chinese factories closed and workers were ordered to stay home after the discovery of the coronavirus late last year, emissions at least temporarily dropped.",https://www.marketwatch.com/story/theres-a-conditional-upside-from-coronavirus-cleaner-air-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-HX927_electr_ZG_20200107133848.jpg,2020-03-18T12:44:36Z,"As Chinese factories closed and workers were ordered to stay home after the first discovery of the coronavirus late last year, there were some conditional beneficiaries, at least for a short time: cleaner air and the people who breathe it.
The average number… [+4221 chars]"
770,"{'id': None, 'name': 'Marketwatch.com'}",Shawn Langlois,Key Words: Wall Street billionaire to President Trump: ‘Send everyone home now’,Pershing Square’s Bill Ackman is calling for drastic measures.,https://www.marketwatch.com/story/wall-street-billionaire-to-president-trump-send-everyone-home-now-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IB430_ackman_MG_20200304100413.jpg,2020-03-18T12:45:59Z,"Earlier this month, Bill Ackman made moves to protect his hedge funds $6.6 billion portfolio against what he predicted to be a rough stretch for markets in the face of the coronavirus spread. 
The moves proved to be prescient, considering the volatility that… [+1761 chars]"
771,"{'id': None, 'name': 'Marketwatch.com'}",Myra P. Saefong,"Commodities Corner: Dismal oil demand outlook, Saudi-Russian price war lead to ‘atomic bomb’-like environment for oil","Oil futures trade near their lowest levels in 20 years with the plunge in prices expected to continue, fed by a weak oil demand outlook tied to the spread of COVID-19 and a price war between two of some of the biggest crude producers in the world.",https://www.marketwatch.com/story/dismal-oil-demand-outlook-saudi-russian-price-war-lead-to-atomic-bomb-like-environment-for-oil-2020-03-18,http://s.marketwatch.com/public/resources/MWimages/MW-IC543_atomic_ZG_20200318131612.jpg,2020-03-18T16:26:33Z,"Oil futures trade near their lowest levels in 20 years with the plunge in prices expected to continue, fed by a weak oil demand outlook tied to the spread of COVID-19 and a price war between two of the biggest crude producers in the world.
The most recent mo… [+4693 chars]"
772,"{'id': None, 'name': 'Dezeen.com'}",Jennifer Hahn,London's Design Museum closed indefinitely to help stem spread of coronavirus,"The Design Museum is closing its doors today, following British Prime Minister Boris Johnson's official advice that citizens should avoid all public gatherings and non-essential travel in light of the coronavirus pandemic. Read more",http://www.dezeen.com/2020/03/18/design-museum-closure-coronavirus/,https://static.dezeen.com/uploads/2020/03/design-museum-closure-coronavirus_dezeen_2364_col_0-1024x576.jpg,2020-03-18T12:02:47Z,"The Design Museum is closing its doors today, following British Prime Minister Boris Johnson's official advice that citizens should avoid all public gatherings and non-essential travel in light of the coronavirus pandemic.
As the UK death toll rose to 71 on … [+2872 chars]"
773,"{'id': None, 'name': 'Yahoo.com'}",Karl W. Smith,The Coronavirus Recession Is Already Here,"(Bloomberg Opinion) -- The federal government is moving at a breakneck pace to respond to the coronavirus recession. In the states, however, the preliminary ...",https://news.yahoo.com/coronavirus-recession-already-203012585.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-18T20:30:12Z,"(Bloomberg Opinion) -- The federal government is moving at a breakneck pace to respond to the coronavirus recession. In the states, however, the preliminary data suggests staggering job losses, exceeding economists expectations of just a week ago. If the patt… [+3540 chars]"
774,"{'id': None, 'name': 'Yahoo.com'}",Morten Buttler,Denmark’s Government Plans $6 Billion Aid Package for Companies,(Bloomberg) -- Denmark’s government plans to pay some of the fixed costs for companies hurt by the coronavirus in an aid package worth about 40 billion krone...,https://news.yahoo.com/denmark-government-plans-6-billion-120530694.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-18T12:05:30Z,"(Bloomberg) -- Denmarks government plans to pay some of the fixed costs for companies hurt by the coronavirus in an aid package worth about 40 billion kroner ($6 billion).
Companies with a revenue decline of at least 40% can seek the funds to cover cost item… [+855 chars]"
